N°,Teléfono (marca/modelo),App Luz,App Sonido,Apps WiFi,Fecha,Hora,Biblioteca,Localidad,Dirección/Referencia,Tipo de espacio,Ocupación (personas),Evento inusual (S/N),Observaciones,Lux_1,Lux_2,Lux_3,Lux_promedio,dBA_1,dBA_2,dBA_3,dBA_prom,Bajada_1 (Mbps),Bajada_2 (Mbps),Bajada_3 (Mbps),Bajada_Mediana,Subida_1 (Mbps),Subida_2 (Mbps),Subida_3 (Mbps),Subida_mediana,archivo_fuente,hoja_fuente,Hora_dt,Franja,Lux_umbral,Cumple_Luz,Cumple_Ruido,Cumple_WiFi,Indice_Compuesto,Indice_Ponderado
95,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,13:21:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-71,Vestibulo Principal,8.0,,,2780.0,2720.0,2750.0,2750.0,47.8,49.2,48.5,48.5,29.4,31.2,30.5,30.5,37.5,39.2,38.5,38.5,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 13:21:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
96,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,17:29:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-86,Vestibulo Principal,1.0,,,3130.0,3070.0,3100.0,3100.0,58.1,60.4,59.2,59.23333333333333,41.1,43.4,42.2,42.2,49.1,51.4,50.2,50.2,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 17:29:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
97,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-07 00:00:00.000000000,18:56:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-101,Vestibulo Principal,14.0,,,2970.0,2910.0,2940.0,2940.0,52.2,54.1,53.4,53.23333333333334,34.2,36.1,35.4,35.4,43.2,45.1,44.4,44.4,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 18:56:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
98,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,12:35:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-116,Vestibulo Principal,14.0,,,3600.0,2780.0,2750.0,3043.3333333333335,47.8,49.2,48.5,48.5,29.4,31.2,30.5,30.5,56.2,58.4,57.1,57.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 12:35:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
99,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,14:04:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-131,Vestibulo Principal,6.0,,,4210.0,3130.0,3100.0,3480.0,58.1,60.4,59.2,59.23333333333333,41.1,43.4,42.2,42.2,42.4,44.2,43.1,43.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 14:04:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
100,Iphone 15 y Iphone 12 pro,Light Meter,Niosh slm,SpeedTest,2026-02-14 00:00:00.000000000,16:02:00,Virgilio Barco Bibloteca,Teusaquillo,AV la esmeralda #67-146,Vestibulo Principal,16.0,,,3850.0,2970.0,2940.0,3253.3333333333335,52.2,54.1,53.4,53.23333333333334,34.2,36.1,35.4,35.4,53.4,55.2,54.1,54.1,Virgilio Biblioteca Carol Baquero y Juan Camilo Olarte.xlsx,Registro,2026-04-14 16:02:00.000,Tarde-noche,500,True,False,True,66.66666666666666,60.00000000000001
1,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,12.0,N,Conectividad estable,972.0,699.0,667.0,779.3,39.0,53.0,44.0,45.3,54.5,53.6,76.7,54.5,16.8,19.0,9.6,16.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
2,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Circulación,12.0,N,Ruido moderado,705.0,1021.0,1086.0,937.3,60.0,38.0,37.0,45.0,69.3,71.6,75.7,71.6,36.8,14.0,15.8,15.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,300,True,False,True,66.66666666666666,60.00000000000001
3,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala infantil,12.0,N,Alta ocupación,392.0,387.0,414.0,397.7,43.0,50.0,42.0,45.0,70.9,35.8,37.3,37.3,18.0,5.6,29.3,18.0,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
4,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,12.0,N,Ambiente tranquilo,1053.0,1000.0,1046.0,1033.0,56.0,48.0,57.0,53.7,35.8,27.1,44.2,35.8,33.3,20.0,22.3,22.3,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
5,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Circulación,14.0,N,Ruido moderado,729.0,1017.0,658.0,801.3,58.0,47.0,45.0,50.0,32.5,35.3,40.9,35.3,11.5,24.3,13.7,13.7,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,300,True,False,True,66.66666666666666,60.00000000000001
6,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,13.0,N,Conectividad estable,436.0,382.0,443.0,420.3,55.0,58.0,40.0,51.0,29.0,24.7,44.5,29.0,18.7,39.5,24.3,24.3,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
7,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,16.0,N,Ruido moderado,1089.0,1058.0,613.0,920.0,35.0,39.0,39.0,37.7,32.2,61.0,20.5,32.2,8.6,21.1,5.8,8.6,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,300,True,True,True,100.0,100.0
8,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala infantil,13.0,N,Buena iluminación,416.0,435.0,365.0,405.3,46.0,52.0,43.0,47.0,68.4,13.1,33.0,33.0,24.5,36.8,29.2,29.2,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
9,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Circulación,11.0,N,Buena iluminación,877.0,935.0,900.0,904.0,53.0,48.0,56.0,52.3,66.1,47.7,13.5,47.7,24.0,15.0,28.4,24.0,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,300,True,False,True,66.66666666666666,60.00000000000001
10,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,15.0,N,Ambiente tranquilo,1048.0,816.0,909.0,924.3,60.0,46.0,57.0,54.3,41.9,19.6,37.6,37.6,37.8,26.0,18.4,26.0,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
11,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Circulación,15.0,N,Conectividad estable,1076.0,725.0,856.0,885.7,60.0,52.0,43.0,51.7,48.2,65.7,36.1,48.2,39.7,17.0,16.4,17.0,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,300,True,False,True,66.66666666666666,60.00000000000001
12,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,16.0,N,Ruido moderado,428.0,422.0,382.0,410.7,50.0,48.0,47.0,48.3,45.4,26.0,44.5,44.5,17.3,36.0,38.2,36.0,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
13,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,20.0,N,Buena iluminación,691.0,1027.0,949.0,889.0,58.0,60.0,39.0,52.3,27.4,69.1,79.3,69.1,14.6,23.9,14.1,14.6,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,300,True,False,True,66.66666666666666,60.00000000000001
14,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,20.0,N,Ruido moderado,791.0,653.0,809.0,751.0,51.0,59.0,55.0,55.0,17.6,34.9,18.7,18.7,21.2,7.0,12.5,12.5,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
15,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,12.0,N,Buena iluminación,1056.0,980.0,727.0,921.0,41.0,46.0,47.0,44.7,79.7,61.2,57.9,61.2,18.1,15.5,20.7,18.1,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,300,True,False,True,66.66666666666666,60.00000000000001
16,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,12.0,N,Alta ocupación,385.0,355.0,412.0,384.0,54.0,36.0,52.0,47.3,75.0,35.6,33.2,35.6,31.7,27.2,9.1,27.2,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
17,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,12.0,N,Buena iluminación,626.0,667.0,660.0,651.0,45.0,39.0,51.0,45.0,23.6,45.4,69.3,45.4,30.0,19.4,28.3,28.3,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,300,True,False,True,66.66666666666666,60.00000000000001
18,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Estanterías,8.0,N,Conectividad estable,432.0,361.0,376.0,389.7,52.0,49.0,43.0,48.0,16.5,12.0,74.6,16.5,38.0,34.1,34.0,34.1,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,200,True,False,True,66.66666666666666,60.00000000000001
19,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Estanterías,9.0,N,Alta ocupación,417.0,407.0,358.0,394.0,47.0,54.0,60.0,53.7,34.3,75.5,77.5,75.5,28.5,27.0,36.7,28.5,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,200,True,False,True,66.66666666666666,60.00000000000001
20,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Estanterías,10.0,N,Ruido moderado,401.0,434.0,442.0,425.7,50.0,56.0,46.0,50.7,73.8,38.8,71.0,71.0,22.1,15.7,12.3,15.7,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,200,True,False,True,66.66666666666666,60.00000000000001
21,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Estanterías,15.0,N,Buena iluminación,384.0,411.0,352.0,382.3,43.0,56.0,41.0,46.7,64.2,38.9,20.1,38.9,10.6,33.8,39.1,33.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,200,True,False,True,66.66666666666666,60.00000000000001
22,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,18.0,N,Alta ocupación,449.0,408.0,397.0,418.0,52.0,52.0,50.0,51.3,76.5,17.2,27.9,27.9,20.6,29.7,11.5,20.6,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,False,False,True,33.33333333333333,20.0
23,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,20.0,N,Ambiente tranquilo,642.0,843.0,1065.0,850.0,40.0,35.0,57.0,44.0,28.6,31.7,37.3,31.7,39.4,25.1,36.7,36.7,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
24,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,9.0,N,Conectividad estable,845.0,902.0,662.0,803.0,47.0,47.0,58.0,50.7,61.7,69.4,24.8,61.7,15.9,34.9,14.0,15.9,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
25,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,11:00:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,10.0,N,Ambiente tranquilo,866.0,1092.0,996.0,984.7,39.0,50.0,41.0,43.3,75.7,14.5,70.0,70.0,22.7,24.4,8.1,22.7,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 11:00:00.000,Manana,500,True,False,True,66.66666666666666,60.00000000000001
26,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Circulación,9.0,N,Conectividad estable,1097.0,852.0,787.0,912.0,36.0,58.0,56.0,50.0,61.4,20.2,14.0,20.2,39.7,28.3,31.8,31.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
27,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Estanterías,10.0,N,Conectividad estable,394.0,430.0,415.0,413.0,38.0,38.0,37.0,37.7,36.5,38.7,15.2,36.5,30.3,32.8,39.5,32.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,200,True,True,True,100.0,100.0
28,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala infantil,7.0,N,Alta ocupación,397.0,350.0,446.0,397.7,46.0,46.0,49.0,47.0,66.5,72.3,30.3,66.5,18.3,28.8,11.7,18.3,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
29,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,13.0,N,Buena iluminación,625.0,643.0,807.0,691.7,53.0,37.0,60.0,50.0,32.1,40.5,55.8,40.5,30.4,39.5,11.7,30.4,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
30,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,12.0,N,Ruido moderado,967.0,754.0,977.0,899.3,46.0,54.0,40.0,46.7,77.7,73.5,16.3,73.5,20.0,39.5,35.8,35.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
31,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Estanterías,5.0,N,Buena iluminación,387.0,375.0,352.0,371.3,53.0,41.0,43.0,45.7,39.2,24.0,28.7,28.7,8.8,39.5,16.6,16.6,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,200,True,False,True,66.66666666666666,60.00000000000001
32,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,14.0,N,Alta ocupación,941.0,1008.0,828.0,925.7,53.0,45.0,47.0,48.3,11.8,54.0,57.5,54.0,14.0,33.4,38.3,33.4,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
33,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,18.0,N,Ruido moderado,877.0,859.0,832.0,856.0,47.0,53.0,60.0,53.3,72.2,78.1,56.7,72.2,37.8,20.4,36.8,36.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
34,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,5.0,N,Ruido moderado,869.0,694.0,852.0,805.0,43.0,59.0,40.0,47.3,69.5,34.6,55.8,55.8,5.5,19.3,21.4,19.3,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
35,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Estanterías,7.0,N,Alta ocupación,388.0,363.0,354.0,368.3,37.0,59.0,49.0,48.3,54.7,56.5,69.7,56.5,14.1,5.2,6.1,6.1,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,200,True,False,True,66.66666666666666,60.00000000000001
36,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Circulación,5.0,N,Alta ocupación,634.0,1096.0,620.0,783.3,57.0,42.0,54.0,51.0,31.0,16.8,63.4,31.0,36.6,9.4,16.8,16.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
37,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,15.0,N,Buena iluminación,684.0,1012.0,760.0,818.7,55.0,54.0,49.0,52.7,55.6,51.8,72.7,55.6,14.2,6.3,26.0,14.2,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
38,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,16.0,N,Alta ocupación,447.0,418.0,387.0,417.3,59.0,42.0,36.0,45.7,12.5,65.7,10.2,12.5,30.4,39.1,13.9,30.4,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
39,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,15.0,N,Ambiente tranquilo,726.0,1027.0,816.0,856.3,45.0,58.0,58.0,53.7,33.9,59.1,54.1,54.1,34.4,27.0,27.1,27.1,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
40,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,19.0,N,Ambiente tranquilo,445.0,395.0,420.0,420.0,48.0,55.0,41.0,48.0,23.0,77.4,57.1,57.1,29.2,38.9,38.6,38.6,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
41,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Área de lectura,13.0,N,Conectividad estable,840.0,868.0,608.0,772.0,35.0,42.0,45.0,40.7,25.2,27.4,24.7,25.2,34.3,18.2,16.6,18.2,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,True,False,True,66.66666666666666,60.00000000000001
42,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Circulación,11.0,N,Ambiente tranquilo,620.0,1085.0,917.0,874.0,38.0,56.0,35.0,43.0,45.5,49.1,70.9,49.1,19.6,22.6,21.5,21.5,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
43,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Iluminación general,14.0,N,Buena iluminación,918.0,986.0,641.0,848.3,37.0,41.0,39.0,39.0,71.4,45.4,49.6,49.6,29.5,14.3,15.8,15.8,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,True,True,100.0,100.0
44,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala de computadores,18.0,N,Buena iluminación,362.0,390.0,425.0,392.3,53.0,56.0,42.0,50.3,45.9,57.6,78.5,57.6,27.8,13.5,10.7,13.5,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
45,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Sala infantil,12.0,N,Ambiente tranquilo,424.0,396.0,421.0,413.7,50.0,44.0,58.0,50.7,12.7,48.6,72.4,48.6,27.0,5.1,26.5,26.5,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,500,False,False,True,33.33333333333333,20.0
46,iPhone 17 Pro,Lux Light Meter,Decibel X ,"WiFi Analyzer +
Speedtest ",2026-02-13 00:00:00.000000000,15:00,Julio Mario Santo Domingo,Suba,Cl 170 #67-51,Circulación,14.0,N,Alta ocupación,983.0,845.0,655.0,827.7,36.0,46.0,51.0,44.3,48.0,21.7,12.0,21.7,37.0,34.3,17.3,34.3,biblioteca_SEBASastudillo_LUISolaya.xlsx,Registro,2026-04-14 15:00:00.000,Tarde,300,True,False,True,66.66666666666666,60.00000000000001
